Temperatura de equilibrio (K),Masa estelar (M☉),koi_disposition
675.0,0.92,CONFIRMED
405.0,0.92,CONFIRMED
715.0,0.968,CONFIRMED
871.0,0.533,CONFIRMED
699.0,1.402,CANDIDATE
513.0,0.767,CONFIRMED
802.0,1.33,CONFIRMED
1554.0,1.028,CONFIRMED
906.0,0.947,CONFIRMED
614.0,0.86,CONFIRMED
508.0,0.727,CONFIRMED
747.0,0.727,CONFIRMED
269.0,0.727,CONFIRMED
389.0,1.068,CONFIRMED
854.0,0.878,CONFIRMED
806.0,0.878,CONFIRMED
683.0,1.164,CONFIRMED
378.0,1.164,CONFIRMED
582.0,0.876,CONFIRMED
853.0,1.1,CONFIRMED
691.0,1.1,CONFIRMED
802.0,0.75,CONFIRMED
1170.0,1.028,CONFIRMED
505.0,0.75,CONFIRMED
1308.0,0.972,CONFIRMED
752.0,1.1,CONFIRMED
1009.0,1.1,CONFIRMED
1336.0,1.1,CONFIRMED
814.0,1.013,CONFIRMED
1215.0,0.931,CANDIDATE
1096.0,0.972,CONFIRMED
855.0,0.972,CONFIRMED
1002.0,1.609,CONFIRMED
1111.0,0.911,CONFIRMED
303.0,0.864,CANDIDATE
828.0,0.976,CONFIRMED
1069.0,1.013,CONFIRMED
574.0,0.814,CONFIRMED
1413.0,1.135,CONFIRMED
1208.0,1.135,CONFIRMED
676.0,0.573,CANDIDATE
1574.0,1.135,CONFIRMED
737.0,0.575,CONFIRMED
592.0,0.575,CANDIDATE
940.0,1.01,CANDIDATE
683.0,0.976,CONFIRMED
957.0,1.151,CONFIRMED
757.0,0.57,CONFIRMED
694.0,0.932,CONFIRMED
389.0,0.57,CONFIRMED
500.0,0.988,CONFIRMED
1156.0,0.988,CONFIRMED
356.0,0.988,CONFIRMED
875.0,0.884,CANDIDATE
446.0,0.612,CONFIRMED
1384.0,1.131,CANDIDATE
1423.0,1.106,CONFIRMED
825.0,0.982,CONFIRMED
983.0,0.982,CONFIRMED
681.0,0.982,CONFIRMED
1254.0,1.181,CONFIRMED
1930.0,1.181,CONFIRMED
996.0,1.17,CONFIRMED
974.0,0.971,CONFIRMED
388.0,0.868,CANDIDATE
614.0,0.975,CANDIDATE
819.0,1.056,CONFIRMED
536.0,0.805,CONFIRMED
407.0,0.805,CONFIRMED
926.0,1.22,CONFIRMED
1556.0,1.181,CONFIRMED
609.0,1.033,CONFIRMED
1765.0,0.819,CANDIDATE
997.0,0.835,CONFIRMED
2078.0,1.056,CONFIRMED
1307.0,1.179,CONFIRMED
766.0,1.179,CONFIRMED
598.0,1.179,CONFIRMED
586.0,0.643,CONFIRMED
825.0,1.008,CONFIRMED
523.0,1.053,CONFIRMED
926.0,1.005,CONFIRMED
1379.0,1.213,CONFIRMED
1141.0,1.213,CONFIRMED
880.0,1.213,CONFIRMED
999.0,1.213,CONFIRMED
401.0,0.643,CONFIRMED
852.0,0.913,CONFIRMED
341.0,0.643,CONFIRMED
759.0,0.643,CONFIRMED
860.0,0.826,CONFIRMED
1496.0,1.236,CONFIRMED
367.0,1.053,CONFIRMED
423.0,1.053,CONFIRMED
538.0,0.667,CANDIDATE
511.0,1.3,CANDIDATE
930.0,0.902,CONFIRMED
668.0,0.904,CONFIRMED
837.0,1.176,CANDIDATE
486.0,0.904,CONFIRMED
1810.0,1.396,CONFIRMED
880.0,0.785,CONFIRMED
963.0,1.085,CONFIRMED
712.0,0.826,CONFIRMED
582.0,0.826,CONFIRMED
1090.0,0.826,CONFIRMED
831.0,0.982,CONFIRMED
588.0,1.037,CONFIRMED
500.0,1.089,CANDIDATE
810.0,0.902,CONFIRMED
1142.0,0.902,CONFIRMED
691.0,0.902,CONFIRMED
655.0,0.935,CONFIRMED
465.0,0.935,CONFIRMED
1434.0,1.313,CONFIRMED
497.0,0.556,CONFIRMED
737.0,0.556,CONFIRMED
841.0,0.938,CONFIRMED
954.0,0.938,CONFIRMED
1004.0,0.945,CONFIRMED
522.0,0.945,CONFIRMED
668.0,0.913,CONFIRMED
734.0,0.945,CONFIRMED
511.0,1.008,CANDIDATE
1562.0,0.935,CONFIRMED
852.0,1.009,CONFIRMED
1040.0,1.009,CANDIDATE
852.0,1.004,CONFIRMED
664.0,1.153,CONFIRMED
830.0,1.153,CONFIRMED
1703.0,1.667,CONFIRMED
524.0,1.419,CONFIRMED
775.0,1.098,CONFIRMED
1507.0,0.965,CANDIDATE
1270.0,0.965,CANDIDATE
1106.0,1.024,CANDIDATE
1014.0,1.19,CONFIRMED
671.0,0.883,CONFIRMED
527.0,0.646,CONFIRMED
1287.0,1.118,CONFIRMED
3186.0,1.235,CONFIRMED
2299.0,1.026,CANDIDATE
378.0,0.534,CONFIRMED
1220.0,0.968,CANDIDATE
1019.0,0.798,CONFIRMED
350.0,0.875,CONFIRMED
797.0,0.891,CANDIDATE
996.0,1.261,CANDIDATE
862.0,1.261,CANDIDATE
666.0,1.175,CONFIRMED
286.0,0.862,CONFIRMED
1098.0,1.055,CONFIRMED
1282.0,1.213,CONFIRMED
397.0,0.531,CANDIDATE
1117.0,1.25,CONFIRMED
229.0,0.578,CONFIRMED
801.0,1.064,CONFIRMED
454.0,0.895,CONFIRMED
575.0,1.136,CONFIRMED
1207.0,1.22,CANDIDATE
348.0,1.185,CONFIRMED
722.0,1.232,CONFIRMED
839.0,1.618,CANDIDATE
1012.0,0.852,CONFIRMED
1124.0,1.336,CONFIRMED
1372.0,1.22,CANDIDATE
1685.0,1.188,CANDIDATE
1048.0,0.899,CONFIRMED
1191.0,0.876,CANDIDATE
1711.0,0.79,CONFIRMED
1293.0,0.791,CANDIDATE
816.0,0.648,CONFIRMED
1609.0,0.828,CONFIRMED
1269.0,0.909,CONFIRMED
863.0,1.017,CANDIDATE
763.0,0.637,CANDIDATE
699.0,0.648,CANDIDATE
2384.0,1.157,CANDIDATE
885.0,0.802,CONFIRMED
1682.0,0.96,CONFIRMED
1160.0,0.933,CONFIRMED
1287.0,0.933,CONFIRMED
1383.0,0.877,CANDIDATE
268.0,0.861,CONFIRMED
263.0,1.08,CANDIDATE
401.0,0.861,CONFIRMED
1774.0,1.786,CONFIRMED
241.0,0.771,CONFIRMED
443.0,0.802,CONFIRMED
361.0,1.174,CANDIDATE
1232.0,0.705,CANDIDATE
2411.0,0.944,CANDIDATE
660.0,1.147,CONFIRMED
838.0,0.895,CONFIRMED
946.0,1.13,CONFIRMED
926.0,0.822,CONFIRMED
274.0,0.8,CONFIRMED
420.0,1.108,CANDIDATE
288.0,0.855,CONFIRMED
613.0,0.998,CANDIDATE
1700.0,0.968,CONFIRMED
273.0,0.82,CONFIRMED
1083.0,0.845,CONFIRMED
1081.0,1.147,CONFIRMED
475.0,0.973,CANDIDATE
414.0,0.748,CONFIRMED
959.0,1.058,CONFIRMED
797.0,0.972,CONFIRMED
329.0,0.977,CANDIDATE
1237.0,0.833,CANDIDATE
1067.0,1.054,CANDIDATE
725.0,0.922,CONFIRMED
1397.0,0.804,CANDIDATE
1075.0,0.68,CANDIDATE
853.0,1.049,CONFIRMED
1078.0,1.027,CANDIDATE
1159.0,1.324,CONFIRMED
1596.0,1.026,CANDIDATE
1227.0,0.528,CANDIDATE
878.0,0.723,CANDIDATE
693.0,0.784,CANDIDATE
733.0,1.399,CONFIRMED
890.0,0.844,CANDIDATE
1202.0,0.922,CONFIRMED
989.0,0.91,CANDIDATE
1222.0,1.109,CONFIRMED
177.0,0.452,CONFIRMED
677.0,1.157,CANDIDATE
1592.0,0.608,CANDIDATE
742.0,0.988,CANDIDATE
247.0,1.018,CANDIDATE
1374.0,1.016,CANDIDATE
1559.0,0.55,CANDIDATE
1203.0,1.1,CANDIDATE
1016.0,1.109,CANDIDATE
836.0,1.074,CONFIRMED
1030.0,1.173,CANDIDATE
1108.0,1.036,CONFIRMED
862.0,1.286,CANDIDATE
186.0,0.496,CONFIRMED
2782.0,0.889,CANDIDATE
1522.0,1.115,CONFIRMED
328.0,1.084,CANDIDATE
980.0,1.036,CANDIDATE
322.0,0.734,CONFIRMED
354.0,0.18,CONFIRMED
788.0,0.939,CONFIRMED
394.0,1.048,CANDIDATE
1360.0,1.119,CONFIRMED
417.0,0.893,CANDIDATE
176.0,0.52,CANDIDATE
710.0,0.882,CANDIDATE
578.0,1.072,CANDIDATE
1886.0,0.875,CANDIDATE
1476.0,0.936,CONFIRMED
886.0,1.183,CONFIRMED
1251.0,0.79,CANDIDATE
620.0,0.862,CANDIDATE
980.0,0.848,CONFIRMED
819.0,1.015,CANDIDATE
2023.0,0.817,CONFIRMED
1063.0,1.291,CANDIDATE
1357.0,1.294,CANDIDATE
588.0,1.234,CANDIDATE
1293.0,1.02,CONFIRMED
1919.0,1.418,CANDIDATE
1015.0,1.136,CONFIRMED
1064.0,0.912,CONFIRMED
1013.0,1.11,CONFIRMED
1651.0,0.797,CANDIDATE
463.0,1.405,CANDIDATE
791.0,1.09,CANDIDATE
651.0,0.797,CONFIRMED
1379.0,0.934,CONFIRMED
1003.0,1.132,CONFIRMED
1303.0,1.047,CANDIDATE
327.0,0.94,CANDIDATE
981.0,1.02,CONFIRMED
471.0,1.027,CONFIRMED
958.0,1.282,CONFIRMED
731.0,0.786,CONFIRMED
899.0,1.069,CANDIDATE
1171.0,1.12,CANDIDATE
2250.0,1.653,CANDIDATE
476.0,1.079,CANDIDATE
413.0,1.225,CANDIDATE
297.0,0.805,CONFIRMED
1146.0,1.046,CANDIDATE
1012.0,0.869,CANDIDATE
1061.0,1.536,CANDIDATE
674.0,0.671,CONFIRMED
528.0,1.083,CONFIRMED
1099.0,0.745,CONFIRMED
904.0,0.945,CANDIDATE
1312.0,0.996,CONFIRMED
1190.0,0.795,CONFIRMED
331.0,0.905,CANDIDATE
752.0,0.759,CONFIRMED
1483.0,1.132,CANDIDATE
925.0,0.828,CONFIRMED
787.0,1.282,CANDIDATE
1497.0,1.194,CONFIRMED
788.0,1.249,CANDIDATE
1059.0,1.044,CONFIRMED
253.0,1.058,CANDIDATE
912.0,1.191,CANDIDATE
1356.0,1.195,CANDIDATE
1236.0,1.032,CONFIRMED
407.0,0.998,CONFIRMED
786.0,0.818,CONFIRMED
555.0,0.815,CONFIRMED
1138.0,1.157,CANDIDATE
541.0,1.041,CANDIDATE
1060.0,0.956,CANDIDATE
927.0,0.771,CONFIRMED
399.0,0.585,CONFIRMED
1327.0,1.09,CONFIRMED
728.0,0.923,CONFIRMED
642.0,0.834,CANDIDATE
2562.0,1.39,CANDIDATE
905.0,0.932,CANDIDATE
463.0,1.205,CONFIRMED
808.0,0.767,CONFIRMED
1143.0,0.887,CONFIRMED
376.0,1.232,CANDIDATE
1125.0,0.952,CONFIRMED
690.0,1.027,CANDIDATE
1057.0,1.123,CANDIDATE
2141.0,1.075,CANDIDATE
2102.0,1.17,CONFIRMED
865.0,1.047,CANDIDATE
498.0,0.94,CANDIDATE
1327.0,0.896,CANDIDATE
1189.0,0.83,CANDIDATE
1298.0,0.984,CONFIRMED
554.0,1.165,CONFIRMED
1134.0,0.974,CONFIRMED
1818.0,0.885,CANDIDATE
1700.0,1.011,CONFIRMED
794.0,0.771,CONFIRMED
934.0,1.09,CANDIDATE
816.0,1.214,CANDIDATE
2212.0,1.333,CANDIDATE
837.0,0.939,CANDIDATE
1127.0,0.963,CANDIDATE
520.0,0.328,CONFIRMED
635.0,0.955,CONFIRMED
1078.0,0.936,CANDIDATE
1234.0,0.794,CONFIRMED
1665.0,0.903,CANDIDATE
287.0,1.067,CANDIDATE
1029.0,0.723,CANDIDATE
1020.0,1.05,CONFIRMED
466.0,0.917,CANDIDATE
1507.0,1.032,CONFIRMED
949.0,0.942,CONFIRMED
2800.0,1.269,CANDIDATE
1871.0,0.811,CONFIRMED
1709.0,1.194,CONFIRMED
1139.0,0.503,CONFIRMED
903.0,1.373,CONFIRMED
1642.0,1.373,CANDIDATE
892.0,0.993,CONFIRMED
901.0,0.91,CONFIRMED
1291.0,0.899,CANDIDATE
931.0,1.035,CANDIDATE
2008.0,1.269,CANDIDATE
330.0,0.944,CONFIRMED
535.0,1.157,CONFIRMED
729.0,1.025,CONFIRMED
630.0,0.793,CONFIRMED
901.0,1.237,CANDIDATE
1477.0,1.022,CANDIDATE
736.0,1.046,CONFIRMED
1336.0,0.997,CANDIDATE
425.0,0.756,CANDIDATE
518.0,0.926,CANDIDATE
1253.0,1.135,CANDIDATE
1346.0,0.955,CANDIDATE
271.0,0.765,CONFIRMED
784.0,1.058,CANDIDATE
189.0,0.573,CONFIRMED
987.0,0.954,CONFIRMED
986.0,0.752,CONFIRMED
797.0,0.999,CONFIRMED
740.0,1.102,CANDIDATE
456.0,1.515,CANDIDATE
1547.0,1.117,CONFIRMED
868.0,0.692,CONFIRMED
988.0,0.896,CANDIDATE
1228.0,1.239,CANDIDATE
211.0,0.769,CANDIDATE
1089.0,1.086,CANDIDATE
497.0,1.107,CANDIDATE
861.0,0.957,CANDIDATE
637.0,1.116,CANDIDATE
1049.0,1.26,CANDIDATE
1493.0,1.162,CANDIDATE
1003.0,0.868,CANDIDATE
429.0,1.044,CONFIRMED
929.0,0.852,CANDIDATE
1926.0,1.063,CONFIRMED
458.0,0.796,CANDIDATE
950.0,1.189,CANDIDATE
1250.0,0.987,CANDIDATE
1272.0,1.079,CANDIDATE
1576.0,0.834,CANDIDATE
428.0,1.028,CONFIRMED
1000.0,1.036,CANDIDATE
400.0,1.114,CANDIDATE
844.0,0.919,CANDIDATE
576.0,0.727,CONFIRMED
513.0,0.92,CANDIDATE
1581.0,1.147,CANDIDATE
981.0,0.897,CONFIRMED
348.0,1.069,CANDIDATE
1608.0,1.324,CANDIDATE
995.0,0.864,CANDIDATE
832.0,0.945,CANDIDATE
976.0,0.853,CANDIDATE
783.0,0.692,CONFIRMED
882.0,0.886,CANDIDATE
674.0,1.037,CANDIDATE
1035.0,0.95,CANDIDATE
750.0,0.825,CONFIRMED
784.0,1.006,CANDIDATE
617.0,0.905,CANDIDATE
658.0,1.288,CONFIRMED
1267.0,1.261,CONFIRMED
1084.0,1.039,CONFIRMED
734.0,1.017,CANDIDATE
1086.0,0.996,CONFIRMED
433.0,0.825,CONFIRMED
985.0,1.054,CANDIDATE
995.0,0.864,CANDIDATE
410.0,1.306,CANDIDATE
1008.0,1.001,CANDIDATE
966.0,0.879,CANDIDATE
693.0,1.042,CANDIDATE
1141.0,1.079,CANDIDATE
882.0,1.0,CANDIDATE
1203.0,0.872,CANDIDATE
537.0,0.806,CANDIDATE
1092.0,1.087,CANDIDATE
794.0,0.864,CANDIDATE
727.0,0.692,CONFIRMED
799.0,1.023,CANDIDATE
866.0,0.871,CONFIRMED
983.0,0.707,CANDIDATE
373.0,0.931,CANDIDATE
1510.0,1.192,CANDIDATE
1074.0,0.888,CANDIDATE
1726.0,0.837,CANDIDATE
320.0,0.969,CANDIDATE
503.0,0.58,CANDIDATE
1243.0,1.001,CONFIRMED
1030.0,0.974,CONFIRMED
1130.0,1.05,CANDIDATE
1069.0,0.903,CANDIDATE
225.0,0.838,CANDIDATE
586.0,0.963,CANDIDATE
773.0,1.232,CANDIDATE
658.0,0.865,CANDIDATE
1683.0,1.351,CANDIDATE
984.0,0.951,CANDIDATE
673.0,0.692,CONFIRMED
886.0,0.972,CANDIDATE
1337.0,1.289,CONFIRMED
516.0,1.2,CANDIDATE
956.0,0.972,CANDIDATE
1210.0,1.212,CANDIDATE
778.0,0.848,CANDIDATE
492.0,0.928,CONFIRMED
733.0,0.797,CONFIRMED
292.0,0.924,CONFIRMED
676.0,0.786,CANDIDATE
860.0,0.922,CANDIDATE
645.0,0.926,CANDIDATE
555.0,1.556,CANDIDATE
1082.0,1.071,CANDIDATE
735.0,0.839,CANDIDATE
1444.0,0.983,CANDIDATE
862.0,0.791,CANDIDATE
974.0,0.951,CANDIDATE
1159.0,0.986,CANDIDATE
1024.0,0.972,CANDIDATE
500.0,1.027,CANDIDATE
1090.0,1.016,CANDIDATE
901.0,1.003,CONFIRMED
1089.0,1.003,CANDIDATE
1578.0,0.688,CANDIDATE
1018.0,0.864,CANDIDATE
713.0,0.824,CANDIDATE
395.0,1.167,CANDIDATE
795.0,0.81,CANDIDATE
367.0,0.812,CANDIDATE
278.0,0.913,CANDIDATE
669.0,1.046,CANDIDATE
801.0,0.739,CANDIDATE
774.0,1.028,CANDIDATE
1156.0,1.487,CANDIDATE
1010.0,1.132,CANDIDATE
1212.0,0.881,CANDIDATE
1012.0,0.98,CANDIDATE
1121.0,0.906,CANDIDATE
886.0,1.665,CANDIDATE
475.0,0.789,CANDIDATE
727.0,0.627,CANDIDATE
371.0,1.023,CANDIDATE
849.0,1.181,CANDIDATE
939.0,0.994,CANDIDATE
876.0,1.378,CANDIDATE
1098.0,0.919,CANDIDATE
892.0,1.048,CANDIDATE
431.0,0.865,CANDIDATE
913.0,0.89,CONFIRMED
612.0,0.702,CONFIRMED
911.0,0.937,CANDIDATE
1448.0,0.915,CONFIRMED
1244.0,1.185,CANDIDATE
2257.0,1.107,CANDIDATE
1177.0,1.365,CANDIDATE
973.0,0.961,CANDIDATE
938.0,0.692,CONFIRMED
806.0,0.961,CONFIRMED
811.0,0.768,CONFIRMED
1498.0,0.891,CANDIDATE
3380.0,1.566,CANDIDATE
465.0,1.044,CANDIDATE
1178.0,0.922,CANDIDATE
925.0,0.839,CANDIDATE
1325.0,1.082,CANDIDATE
349.0,0.762,CONFIRMED
391.0,0.624,CONFIRMED
961.0,1.019,CONFIRMED
1453.0,0.877,CANDIDATE
522.0,0.988,CANDIDATE
471.0,0.822,CANDIDATE
922.0,1.119,CONFIRMED
859.0,0.81,CANDIDATE
846.0,0.74,CANDIDATE
488.0,0.64,CANDIDATE
1016.0,1.189,CANDIDATE
2543.0,1.32,CANDIDATE
254.0,1.012,CANDIDATE
626.0,0.89,CANDIDATE
451.0,0.784,CONFIRMED
945.0,0.638,CANDIDATE
440.0,1.292,CANDIDATE
1362.0,1.146,CANDIDATE
1035.0,1.095,CANDIDATE
1105.0,1.127,CONFIRMED
1679.0,1.677,CANDIDATE
1155.0,0.972,CANDIDATE
1348.0,0.926,CANDIDATE
1180.0,0.911,CANDIDATE
390.0,0.919,CONFIRMED
619.0,1.024,CONFIRMED
737.0,0.788,CANDIDATE
564.0,0.773,CONFIRMED
1112.0,1.147,CANDIDATE
789.0,0.838,CONFIRMED
978.0,1.004,CANDIDATE
433.0,0.821,CANDIDATE
1036.0,1.464,CANDIDATE
2017.0,0.805,CANDIDATE
625.0,0.963,CANDIDATE
157.0,0.618,CANDIDATE
976.0,0.977,CONFIRMED
1199.0,1.305,CONFIRMED
678.0,1.019,CONFIRMED
1023.0,0.773,CONFIRMED
390.0,0.788,CANDIDATE
607.0,0.894,CANDIDATE
668.0,0.959,CONFIRMED
928.0,0.767,CANDIDATE
746.0,0.28,CONFIRMED
303.0,0.485,CANDIDATE
875.0,0.977,CANDIDATE
1026.0,0.779,CANDIDATE
1184.0,0.922,CANDIDATE
1524.0,1.104,CANDIDATE
632.0,0.814,CANDIDATE
1602.0,1.135,CONFIRMED
1400.0,1.443,CANDIDATE
581.0,0.977,CONFIRMED
665.0,0.958,CANDIDATE
429.0,0.864,CANDIDATE
585.0,1.003,CONFIRMED
411.0,0.828,CONFIRMED
736.0,1.0,CANDIDATE
953.0,1.055,CANDIDATE
684.0,1.032,CANDIDATE
1136.0,0.854,CANDIDATE
356.0,1.111,CANDIDATE
1137.0,1.006,CANDIDATE
987.0,1.009,CONFIRMED
551.0,0.885,CONFIRMED
202.0,0.394,CONFIRMED
709.0,0.737,CANDIDATE
528.0,0.872,CANDIDATE
1539.0,0.814,CONFIRMED
981.0,0.96,CANDIDATE
613.0,0.954,CANDIDATE
809.0,1.03,CONFIRMED
336.0,0.479,CANDIDATE
658.0,1.03,CANDIDATE
819.0,1.072,CONFIRMED
1093.0,1.072,CONFIRMED
1115.0,1.003,CANDIDATE
1438.0,0.967,CANDIDATE
1112.0,1.122,CANDIDATE
1254.0,0.638,CANDIDATE
1134.0,0.865,CANDIDATE
308.0,0.713,CONFIRMED
1448.0,1.072,CONFIRMED
355.0,0.923,CANDIDATE
850.0,0.973,CANDIDATE
1014.0,1.007,CANDIDATE
574.0,0.854,CANDIDATE
627.0,0.677,CANDIDATE
954.0,0.838,CONFIRMED
479.0,0.916,CANDIDATE
389.0,0.875,CANDIDATE
522.0,0.945,CONFIRMED
851.0,1.102,CANDIDATE
202.0,0.806,CANDIDATE
574.0,0.781,CONFIRMED
969.0,1.046,CANDIDATE
421.0,1.083,CANDIDATE
1242.0,1.556,CANDIDATE
1372.0,1.061,CANDIDATE
1025.0,0.591,CANDIDATE
811.0,1.048,CONFIRMED
867.0,1.237,CONFIRMED
202.0,0.467,CANDIDATE
556.0,0.632,CANDIDATE
744.0,0.844,CONFIRMED
1024.0,0.79,CANDIDATE
1000.0,0.972,CONFIRMED
651.0,0.944,CANDIDATE
1170.0,1.124,CANDIDATE
258.0,0.972,CANDIDATE
308.0,0.621,CONFIRMED
639.0,0.838,CANDIDATE
818.0,1.169,CONFIRMED
1367.0,0.979,CANDIDATE
985.0,1.114,CANDIDATE
621.0,0.415,CANDIDATE
372.0,0.948,CANDIDATE
799.0,0.987,CANDIDATE
1420.0,1.127,CANDIDATE
882.0,0.898,CANDIDATE
579.0,0.776,CONFIRMED
800.0,0.776,CANDIDATE
523.0,0.975,CONFIRMED
241.0,0.613,CONFIRMED
564.0,1.211,CANDIDATE
601.0,0.618,CANDIDATE
657.0,0.908,CANDIDATE
701.0,1.045,CANDIDATE
573.0,1.372,CANDIDATE
594.0,0.838,CANDIDATE
810.0,1.419,CONFIRMED
233.0,0.74,CONFIRMED
469.0,1.167,CONFIRMED
999.0,1.111,CONFIRMED
1394.0,1.015,CANDIDATE
1869.0,1.511,CANDIDATE
750.0,1.045,CANDIDATE
522.0,1.323,CONFIRMED
1065.0,1.001,CANDIDATE
717.0,0.846,CANDIDATE
992.0,1.101,CANDIDATE
585.0,1.047,CONFIRMED
503.0,1.075,CONFIRMED
271.0,0.528,CONFIRMED
288.0,0.554,CONFIRMED
498.0,0.937,CANDIDATE
655.0,1.38,CANDIDATE
1267.0,1.058,CANDIDATE
1403.0,0.982,CANDIDATE
2248.0,1.19,CANDIDATE
726.0,0.901,CANDIDATE
724.0,0.995,CANDIDATE
264.0,1.149,CANDIDATE
433.0,0.589,CONFIRMED
478.0,0.97,CONFIRMED
493.0,0.899,CONFIRMED
955.0,1.008,CANDIDATE
999.0,0.866,CANDIDATE
1173.0,1.151,CANDIDATE
521.0,0.789,CANDIDATE
1087.0,1.155,CANDIDATE
1024.0,1.031,CANDIDATE
197.0,0.766,CANDIDATE
670.0,1.022,CANDIDATE
568.0,0.678,CANDIDATE
237.0,1.104,CANDIDATE
1332.0,0.979,CANDIDATE
1733.0,1.554,CANDIDATE
246.0,0.865,CANDIDATE
676.0,0.925,CONFIRMED
602.0,1.161,CONFIRMED
486.0,0.974,CANDIDATE
721.0,0.963,CONFIRMED
653.0,0.998,CANDIDATE
843.0,1.0,CANDIDATE
864.0,1.053,CANDIDATE
409.0,0.723,CONFIRMED
263.0,1.056,CANDIDATE
928.0,1.114,CONFIRMED
702.0,1.114,CANDIDATE
449.0,1.143,CANDIDATE
498.0,0.776,CANDIDATE
797.0,0.776,CONFIRMED
400.0,1.323,CANDIDATE
404.0,0.931,CANDIDATE
660.0,1.111,CONFIRMED
787.0,1.163,CONFIRMED
608.0,1.169,CONFIRMED
564.0,1.049,CONFIRMED
2386.0,0.932,CONFIRMED
1574.0,1.294,CANDIDATE
1131.0,1.296,CONFIRMED
739.0,1.296,CANDIDATE
497.0,0.967,CONFIRMED
506.0,0.507,CANDIDATE
321.0,0.783,CONFIRMED
404.0,0.536,CANDIDATE
240.0,0.536,CANDIDATE
682.0,0.536,CANDIDATE
485.0,0.997,CONFIRMED
1002.0,1.182,CONFIRMED
1667.0,1.267,CANDIDATE
624.0,1.047,CONFIRMED
479.0,0.868,CONFIRMED
899.0,1.059,CANDIDATE
317.0,0.834,CANDIDATE
680.0,1.183,CANDIDATE
955.0,1.141,CANDIDATE
976.0,1.064,CANDIDATE
1685.0,1.226,CONFIRMED
728.0,1.059,CONFIRMED
379.0,1.414,CANDIDATE
711.0,0.977,CANDIDATE
525.0,0.902,CONFIRMED
1018.0,1.172,CANDIDATE
1292.0,1.182,CONFIRMED
550.0,0.774,CONFIRMED
917.0,1.479,CANDIDATE
336.0,0.531,CANDIDATE
783.0,1.079,CONFIRMED
740.0,0.953,CONFIRMED
1220.0,0.928,CANDIDATE
559.0,1.237,CANDIDATE
838.0,0.993,CONFIRMED
538.0,1.028,CONFIRMED
364.0,0.856,CONFIRMED
793.0,1.169,CANDIDATE
849.0,0.884,CANDIDATE
516.0,0.937,CANDIDATE
839.0,0.914,CANDIDATE
619.0,0.914,CANDIDATE
630.0,0.971,CONFIRMED
668.0,1.235,CANDIDATE
1682.0,1.801,CONFIRMED
991.0,1.801,CONFIRMED
2004.0,1.801,CANDIDATE
967.0,1.338,CONFIRMED
420.0,0.946,CANDIDATE
354.0,0.822,CONFIRMED
794.0,1.024,CANDIDATE
750.0,0.944,CANDIDATE
675.0,0.45,CONFIRMED
650.0,1.003,CONFIRMED
667.0,1.024,CONFIRMED
1151.0,0.88,CANDIDATE
906.0,1.085,CANDIDATE
816.0,1.254,CANDIDATE
553.0,1.109,CONFIRMED
258.0,0.825,CONFIRMED
761.0,1.552,CANDIDATE
635.0,1.18,CONFIRMED
414.0,0.929,CONFIRMED
1407.0,1.714,CONFIRMED
1212.0,1.003,CONFIRMED
400.0,0.977,CONFIRMED
348.0,0.808,CONFIRMED
453.0,0.998,CANDIDATE
197.0,0.769,CANDIDATE
583.0,0.575,CONFIRMED
725.0,0.931,CANDIDATE
638.0,0.763,CANDIDATE
923.0,0.925,CANDIDATE
800.0,0.925,CANDIDATE
821.0,0.991,CONFIRMED
658.0,1.161,CANDIDATE
801.0,0.955,CONFIRMED
558.0,0.45,CANDIDATE
901.0,0.907,CANDIDATE
671.0,0.826,CANDIDATE
902.0,1.574,CANDIDATE
821.0,1.018,CONFIRMED
474.0,1.135,CANDIDATE
537.0,1.271,CONFIRMED
700.0,1.038,CANDIDATE
930.0,1.038,CANDIDATE
439.0,0.937,CANDIDATE
841.0,0.934,CONFIRMED
874.0,1.011,CONFIRMED
703.0,0.899,CANDIDATE
415.0,1.014,CONFIRMED
443.0,0.911,CONFIRMED
627.0,0.788,CANDIDATE
644.0,0.575,CONFIRMED
1238.0,0.934,CONFIRMED
613.0,1.148,CONFIRMED
783.0,1.0,CONFIRMED
1378.0,1.147,CANDIDATE
675.0,0.882,CONFIRMED
561.0,0.938,CONFIRMED
952.0,1.088,CANDIDATE
651.0,1.247,CANDIDATE
509.0,0.891,CANDIDATE
1640.0,2.697,CANDIDATE
291.0,0.875,CONFIRMED
3871.0,1.799,CANDIDATE
531.0,1.057,CONFIRMED
753.0,1.038,CANDIDATE
441.0,1.022,CONFIRMED
860.0,1.005,CONFIRMED
662.0,0.991,CANDIDATE
660.0,1.239,CONFIRMED
967.0,1.251,CONFIRMED
144.0,0.601,CANDIDATE
1791.0,1.251,CONFIRMED
508.0,0.934,CANDIDATE
1040.0,1.038,CANDIDATE
903.0,1.333,CONFIRMED
1260.0,1.333,CANDIDATE
276.0,0.346,CONFIRMED
870.0,1.127,CANDIDATE
1270.0,0.948,CONFIRMED
674.0,0.755,CONFIRMED
771.0,0.89,CANDIDATE
773.0,1.007,CANDIDATE
891.0,1.011,CANDIDATE
598.0,0.933,CONFIRMED
535.0,1.054,CONFIRMED
758.0,0.95,CANDIDATE
924.0,0.95,CONFIRMED
873.0,1.026,CONFIRMED
677.0,1.408,CONFIRMED
1690.0,1.408,CANDIDATE
